slug,name,programming_kind,technical,load,overall,recommended_age_min,attention_demand,source,notes
chaos-cone-navigation-with-ball-tracking,"Chaos Cone Navigation with Ball Tracking",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
two-partner-stimulus-cut-plus-catch,"Two-Partner Stimulus Cut plus Catch",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
single-leg-medicine-ball-toss-with-opposite-hand-reach,"Single-Leg Medicine Ball Toss with Opposite-Hand Reach",exercise,3,4,4,10,low,reviewed,"Workout exercise — load 4/10, technical 3/10"
balance-pad-tennis-ball-catch-plus-color-call,"Balance Pad Tennis Ball Catch plus Color Call",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
single-leg-hop-stick-plus-catch,"Single-Leg Hop Stick plus Catch",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
split-stance-rotational-catch-and-throw,"Split-Stance Rotational Catch and Throw",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
one-leg-alphabet-catch,"One-Leg Alphabet Catch",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
beam-walk-catch-with-number-call,"Beam Walk Catch with Number Call",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
single-leg-rdl-reach-plus-catch,"Single-Leg RDL Reach plus Catch",exercise,6,1,6,6,moderate,reviewed,"Workout exercise — load 1/10, technical 6/10"
lateral-bound-stick-plus-toss-catch,"Lateral Bound Stick plus Toss Catch",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
half-kneeling-cross-body-catch-plus-call,"Half-Kneeling Cross-Body Catch plus Call",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
single-leg-perturbation-catch,"Single-Leg Perturbation Catch",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
cross-crawl-ball-tap,"Cross-Crawl Ball Tap",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
ladder-rhythm-catch-exchange,"Ladder Rhythm Catch Exchange",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
jump-rope-call-out-footwork,"Jump Rope Call-Out Footwork",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
skipping-rhythm-change-with-ball-toss,"Skipping Rhythm Change with Ball Toss",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
carioca-catch-and-scan,"Carioca Catch and Scan",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
bear-crawl-ball-roll-pass,"Bear Crawl Ball Roll Pass",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
tall-kneeling-alternating-ball-toss,"Tall-Kneeling Alternating Ball Toss",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
marching-opposite-hand-toss,"Marching Opposite-Hand Toss",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
medicine-ball-rainbow-catch-to-pivot,"Medicine Ball Rainbow Catch to Pivot",exercise,3,4,4,10,low,reviewed,"Workout exercise — load 4/10, technical 3/10"
reactive-hand-foot-pattern-grid,"Reactive Hand-Foot Pattern Grid",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
over-the-shoulder-football-track-plus-boundary-toe-tap,"Over-the-Shoulder Football Track plus Boundary Toe Tap",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
sideline-catch-balance-plus-number-call,"Sideline Catch Balance plus Number Call",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
jump-catch-twist-stick-landing,"Jump-Catch-Twist-Stick Landing",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
curl-route-sit-or-continue-decision-catch,"Curl Route Sit-or-Continue Decision Catch",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
slant-catch-through-moving-window,"Slant Catch Through Moving Window",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
defender-leverage-call-route-break-plus-catch,"Defender-Leverage Call Route Break plus Catch",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
scramble-drill-find-grass-catch,"Scramble-Drill Find-Grass Catch",skill_drill,6,1,6,,moderate,reviewed,"Skill drill — gates on class/athlete level (INTERMEDIATE)"
contested-catch-high-point-plus-land-balance,"Contested-Catch High-Point plus Land Balance",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
yac-tuck-cut-scan-after-catch,"YAC Tuck-Cut-Scan After Catch",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
360-awareness-catch-with-safe-twist,"360 Awareness Catch with Safe Twist",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
90-90-breathing-with-reach,"90/90 Breathing with Reach",exercise,2,1,2,6,low,reviewed,"Workout exercise — load 1/10, technical 2/10"
supine-hook-lying-brace-with-exhale,"Supine Hook-Lying Brace with Exhale",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
dead-bug-pullover,"Dead Bug Pullover",skill_drill,4,1,4,,low,reviewed,"Skill drill — gates on class/athlete level (BEGINNER)"
dead-bug-wall-press,"Dead Bug Wall Press",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
hollow-rock,"Hollow Rock",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
hollow-flutter-kick,"Hollow Flutter Kick",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
supine-tuck-up-iso-hold,"Supine Tuck-Up ISO Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
bird-dog-row,"Bird Dog Row",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
bear-crawl-forward-backward,"Bear Crawl Forward/Backward",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
lateral-bear-crawl,"Lateral Bear Crawl",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
crab-reach,"Crab Reach",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
plank-shoulder-tap,"Plank Shoulder Tap",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
plank-to-pike,"Plank to Pike",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
side-plank-reach-through,"Side Plank Reach-Through",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
copenhagen-side-plank-short-lever,"Copenhagen Side Plank Short Lever",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
copenhagen-plank-long-lever,"Copenhagen Plank Long Lever",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
reverse-plank,"Reverse Plank",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
body-saw,"Body Saw",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
stir-the-pot,"Stir-the-Pot",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
trx-ring-fallout,"TRX / Ring Fallout",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
pallof-press-reps,"Pallof Press Reps",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
pallof-press-step-out,"Pallof Press Step-Out",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
tall-kneeling-pallof-press,"Tall-Kneeling Pallof Press",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
cable-band-chop,"Cable / Band Chop",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
cable-band-lift,"Cable / Band Lift",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
tall-kneeling-anti-rotation-pulldown,"Tall-Kneeling Anti-Rotation Pulldown",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
split-stance-anti-rotation-row,"Split-Stance Anti-Rotation Row",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
medicine-ball-rotational-catch-and-stick,"Medicine Ball Rotational Catch-and-Stick",exercise,3,2,3,7,low,reviewed,"Workout exercise — load 2/10, technical 3/10"
arch-hold,"Arch Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
arch-rock,"Arch Rock",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
squat-roll-to-stand,"Squat Roll to Stand",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
backward-roll-to-candlestick,"Backward Roll to Candlestick",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
candlestick-roll-up,"Candlestick Roll-Up",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
wall-walk-to-controlled-hold,"Wall Walk to Controlled Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
bear-to-crab-switch,"Bear-to-Crab Switch",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
turkish-get-up-to-elbow-low-get-up,"Turkish Get-Up to Elbow / Low Get-Up",exercise,6,1,6,6,moderate,reviewed,"Workout exercise — load 1/10, technical 6/10"
falling-start-sprint,"Falling Start Sprint",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
2-point-acceleration-start,"2-Point Acceleration Start",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
half-kneeling-sprint-start,"Half-Kneeling Sprint Start",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
push-up-start-sprint,"Push-Up Start Sprint",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
prone-pop-up-to-sprint,"Prone Pop-Up to Sprint",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
wall-drive-switch-to-sprint,"Wall-Drive Switch to Sprint",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
light-sled-sprint-push,"Light Sled Sprint Push",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
partner-chase-first-step-sprint,"Partner Chase First-Step Sprint",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
line-hops,"Line Hops",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
jump-rope-power-singles,"Jump Rope Power Singles",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
single-leg-pogo-jumps,"Single-Leg Pogo Jumps",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
a-skip-rhythm-punch,"A-Skip Rhythm Punch",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
pogo-to-10-yard-sprint,"Pogo to 10-Yard Sprint",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
low-hurdle-quick-hop,"Low Hurdle Quick Hop",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
tuck-jump,"Tuck Jump",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
split-squat-jump,"Split-Squat Jump",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
lunge-switch-jump,"Lunge Switch Jump",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
sprinter-step-up-jump,"Sprinter Step-Up Jump",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
seated-box-jump,"Seated Box Jump",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
depth-jump-to-vertical-jump,"Depth Jump to Vertical Jump",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
rotational-bound-to-stick,"Rotational Bound to Stick",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
180-degree-jump-to-stick,"180-Degree Jump to Stick",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
crossover-bound,"Crossover Bound",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
curved-sprint-bound,"Curved Sprint Bound",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
deceleration-re-acceleration-sprint,"Deceleration Re-Acceleration Sprint",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
5-10-5-explosive-plant-drill,"5-10-5 Explosive Plant Drill",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
medicine-ball-scoop-toss,"Medicine Ball Scoop Toss",exercise,3,2,3,7,low,reviewed,"Workout exercise — load 2/10, technical 3/10"
medicine-ball-rotational-throw,"Medicine Ball Rotational Throw",exercise,5,2,5,7,moderate,reviewed,"Workout exercise — load 2/10, technical 5/10"
medicine-ball-side-toss-with-step,"Medicine Ball Side Toss with Step",exercise,3,2,3,7,low,reviewed,"Workout exercise — load 2/10, technical 3/10"
kneeling-medicine-ball-chest-pass,"Kneeling Medicine Ball Chest Pass",exercise,3,2,3,7,low,reviewed,"Workout exercise — load 2/10, technical 3/10"
drop-catch-medicine-ball-chest-pass,"Drop Catch Medicine Ball Chest Pass",exercise,3,2,3,7,low,reviewed,"Workout exercise — load 2/10, technical 3/10"
plyo-push-up,"Plyo Push-Up",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
reaction-ball-drop-sprint,"Reaction Ball Drop Sprint",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
mirror-first-step-chase,"Mirror First-Step Chase",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
tennis-ball-split-step-sprint,"Tennis Ball Split-Step Sprint",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
partner-bump-and-go-start,"Partner Bump-and-Go Start",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
tag-and-go-acceleration,"Tag-and-Go Acceleration",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
reactive-lateral-bound-callout,"Reactive Lateral Bound Callout",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
auditory-start-sprint,"Auditory Start Sprint",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
slow-eccentric-split-squat,"Slow Eccentric Split Squat",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
rear-foot-elevated-split-squat-negative,"Rear-Foot-Elevated Split Squat Negative",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
eccentric-step-down,"Eccentric Step-Down",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
slow-eccentric-goblet-squat,"Slow Eccentric Goblet Squat",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
tempo-front-squat,"Tempo Front Squat",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
spanish-squat-5-second-lower,"Spanish Squat 5-Second Lower",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
slow-cossack-squat-shift,"Slow Cossack Squat Shift",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
lateral-lunge-negative,"Lateral Lunge Negative",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
reverse-lunge-negative,"Reverse Lunge Negative",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
single-leg-box-squat-negative,"Single-Leg Box Squat Negative",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
nordic-hamstring-curl-negative,"Nordic Hamstring Curl Negative",exercise,7,1,7,6,moderate,reviewed,"Workout exercise — load 1/10, technical 7/10"
razor-curl-negative,"Razor Curl Negative",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
sliding-hamstring-curl-eccentric,"Sliding Hamstring Curl Eccentric",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
romanian-deadlift-eccentric,"Romanian Deadlift Eccentric",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
single-leg-rdl-negative,"Single-Leg RDL Negative",exercise,7,1,7,6,moderate,reviewed,"Workout exercise — load 1/10, technical 7/10"
hip-thrust-eccentric-lower,"Hip Thrust Eccentric Lower",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
copenhagen-adduction-negative,"Copenhagen Adduction Negative",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
standing-calf-raise-eccentric-lower,"Standing Calf Raise Eccentric Lower",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
seated-soleus-raise-eccentric,"Seated Soleus Raise Eccentric",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
tibialis-raise-eccentric-lower,"Tibialis Raise Eccentric Lower",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
negative-pull-up,"Negative Pull-Up",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
negative-chin-up,"Negative Chin-Up",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
inverted-row-negative,"Inverted Row Negative",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
ring-row-eccentric,"Ring Row Eccentric",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
push-up-negative,"Push-Up Negative",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
ring-push-up-negative,"Ring Push-Up Negative",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
dip-negative,"Dip Negative",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
wall-handstand-negative-to-box,"Wall Handstand Negative to Box",skill_drill,6,1,6,,moderate,reviewed,"Skill drill — gates on class/athlete level (ADVANCED)"
dumbbell-bench-press-eccentric,"Dumbbell Bench Press Eccentric",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
dumbbell-overhead-press-eccentric,"Dumbbell Overhead Press Eccentric",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
tall-kneeling-ab-wheel-eccentric-rollout,"Tall-Kneeling Ab Wheel Eccentric Rollout",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
eccentric-dead-bug-leg-lower,"Eccentric Dead Bug Leg Lower",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
eccentric-hollow-body-lower,"Eccentric Hollow Body Lower",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
hanging-knee-raise-eccentric-lower,"Hanging Knee Raise Eccentric Lower",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
copenhagen-plank-eccentric-dip,"Copenhagen Plank Eccentric Dip",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
pallof-press-eccentric-return,"Pallof Press Eccentric Return",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
medicine-ball-catch-to-absorb-hold,"Medicine Ball Catch-to-Absorb Hold",exercise,3,4,4,10,low,reviewed,"Workout exercise — load 4/10, technical 3/10"
low-box-drop-to-eccentric-landing-stick,"Low Box Drop to Eccentric Landing Stick",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
linear-deceleration-stop-eccentric-stick,"Linear Deceleration Stop Eccentric Stick",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
lateral-step-off-to-eccentric-stick,"Lateral Step-Off to Eccentric Stick",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
tempo-deadlift-lower,"Tempo Deadlift Lower",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
tempo-back-squat-5-second-lower,"Tempo Back Squat 5-Second Lower",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
tempo-bench-press-5-second-lower,"Tempo Bench Press 5-Second Lower",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
tempo-dumbbell-row-negative,"Tempo Dumbbell Row Negative",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
tempo-lat-pulldown-negative,"Tempo Lat Pulldown Negative",exercise,3,3,3,9,low,reviewed,"Workout exercise — load 3/10, technical 3/10"
slow-eccentric-cable-row,"Slow Eccentric Cable Row",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
slow-eccentric-hamstring-curl-machine,"Slow Eccentric Hamstring Curl Machine",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
slow-eccentric-leg-press,"Slow Eccentric Leg Press",exercise,5,3,5,9,moderate,reviewed,"Workout exercise — load 3/10, technical 5/10"
slow-eccentric-leg-extension,"Slow Eccentric Leg Extension",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
eccentric-zottman-curl,"Eccentric Zottman Curl",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
rocking-plank-to-down-dog,"Rocking Plank to Down Dog",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
quadruped-wrist-pronation-supination-shifts,"Quadruped Wrist Pronation Supination Shifts",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
beast-hold,"Beast Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
bear-crawl-prep,"Bear Crawl Prep",exercise,2,1,2,6,low,reviewed,"Workout exercise — load 1/10, technical 2/10"
worlds-greatest-stretch-to-plank,"World's Greatest Stretch to Plank",exercise,2,1,2,6,low,reviewed,"Workout exercise — load 1/10, technical 2/10"
deep-squat-pry-with-reach,"Deep Squat Pry with Reach",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
tuck-up,"Tuck-Up",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
v-up-progression,"V-Up Progression",skill_drill,2,1,2,,low,reviewed,"Skill drill — gates on class/athlete level (BEGINNER)"
straddle-compression-lift,"Straddle Compression Lift",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
tuck-l-sit-hold,"Tuck L-Sit Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
wall-walk,"Wall Walk",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
wall-facing-handstand-hold,"Wall-Facing Handstand Hold",skill_drill,4,1,4,,low,reviewed,"Skill drill — gates on class/athlete level (INTERMEDIATE)"
wall-facing-handstand-toe-pull,"Wall-Facing Handstand Toe Pull",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
forward-roll-to-stand,"Forward Roll to Stand",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
lateral-ape-walk,"Lateral Ape Walk",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
prisoner-squat,"Prisoner Squat",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
bulgarian-split-squat,"Bulgarian Split Squat",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
cossack-squat,"Cossack Squat",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
pistol-squat-to-box,"Pistol Squat to Box",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
glute-bridge-walkout,"Glute Bridge Walkout",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
close-grip-push-up,"Close-Grip Push-Up",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
decline-push-up,"Decline Push-Up",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
parallel-bar-dip-progression,"Parallel-Bar Dip Progression",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
strict-pull-up,"Strict Pull-Up",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
tuck-hanging-knee-raise,"Tuck Hanging Knee Raise",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
active-hang,"Active Hang",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
flexed-arm-hang,"Flexed-Arm Hang",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
mountain-climber,"Mountain Climber",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
squat-thrust,"Squat Thrust",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
burpee-step-back,"Burpee Step-Back",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
skater-step,"Skater Step",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
crab-walk,"Crab Walk",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
front-plank,"Front Plank",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
dead-bug-iso-press,"Dead Bug Iso Press",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
bear-hover-hold,"Bear Hover Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
glute-bridge-iso-hold,"Glute Bridge Iso Hold",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
suitcase-hold,"Suitcase Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
split-squat-iso-hold,"Split Squat Iso Hold",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
spanish-squat-hold,"Spanish Squat Hold",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
goblet-squat-bottom-iso-hold,"Goblet Squat Bottom Iso Hold",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
cossack-bottom-hold,"Cossack Bottom Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
hip-airplane-iso-hold,"Hip Airplane Iso Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
